"Row","FIPS","GENC","Country/Area Name","Year","Population","Annual Growth Rate %","Area (sq km)","Density (per sq km)","Total Fertility Rate","Life Expectancy at Birth","Under-5 Mortality Rate"
"1951","GR","GR","Greece","1990","10216802","","130647","78.2","","",""
"1952","GR","GR","Greece","1991","10348975","1.077","130647","79.2","1.3796","77.26","9.13"
"1953","GR","GR","Greece","1992","10442232","0.719","130647","79.9","1.3778","77.11","9.26"
"1954","GR","GR","Greece","1993","10514517","0.661","130647","80.5","1.332","77.41","9.27"
"1955","GR","GR","Greece","1994","10576226","0.51","130647","81","1.344","77.54","8.95"
"1956","GR","GR","Greece","1995","10634322","0.586","130647","81.4","1.3027","77.49","8.84"
"1957","GR","GR","Greece","1996","10689910","0.457","130647","81.8","1.2824","77.66","8.28"
"1958","GR","GR","Greece","1997","10752345","0.707","130647","82.3","1.2889","77.96","7.57"
"1959","GR","GR","Greece","1998","10823064","0.605","130647","82.8","1.2636","77.91","7.7"
"1960","GR","GR","Greece","1999","10872691","0.311","130647","83.2","1.2545","78.13","7.29"
"1961","GR","GR","Greece","2000","10925795","0.663","130647","83.6","1.2806","78.22","6.64"
"1962","GR","GR","Greece","2001","10993255","0.569","130647","84.1","1.2636","78.67","5.71"
"1963","GR","GR","Greece","2002","11019745","-0.086","130647","84.3","1.2784","78.83","5.97"
"1964","GR","GR","Greece","2003","11009594","-0.098","130647","84.3","1.2925","78.96","4.75"
"1965","GR","GR","Greece","2004","10999476","-0.086","130647","84.2","1.3116","79.07","5"
"1966","GR","GR","Greece","2005","10990646","-0.075","130647","84.1","1.3396","79.26","4.65"
"1967","GR","GR","Greece","2006","10985750","-0.014","130647","84.1","1.4055","79.51","4.5"
"1968","GR","GR","Greece","2007","10982200","-0.05","130647","84.1","1.4134","79.32","4.28"
"1969","GR","GR","Greece","2008","10996346","0.307","130647","84.2","1.5062","79.82","3.46"
"1970","GR","GR","Greece","2009","11025521","0.223","130647","84.4","1.5163","79.94","3.9"
"1971","GR","GR","Greece","2010","11039844","0.037","130647","84.5","1.4976","80.17","4.42"
"1972","GR","GR","Greece","2011","11017574","-0.442","130647","84.3","1.4149","80.29","3.92"
"1973","GR","GR","Greece","2012","10948200","-0.823","130647","83.8","1.366","80.2","3.5"
"1974","GR","GR","Greece","2013","10872247","-0.568","130647","83.2","1.312","80.75","4.07"
"1975","GR","GR","Greece","2014","10801129","-0.745","130647","82.7","1.3172","80.85","4.43"
"1976","GL","GL","Greenland","1990","55628","-0.005","2166086","0","2.4566","64.14","40.78"
"1977","GL","GL","Greenland","1991","55539","-0.317","2166086","0","2.4179","64.32","38.52"
"1978","GL","GL","Greenland","1992","55490","0.141","2166086","0","2.5145","66.17","20.33"
"1979","GL","GL","Greenland","1993","55637","0.392","2166086","0","2.5224","65.66","27.62"
"1980","GL","GL","Greenland","1994","55923","0.635","2166086","0","2.5448","65.5","29.26"
"1981","GL","GL","Greenland","1995","56185","0.297","2166086","0","2.5286","64.74","31.1"
"1982","GL","GL","Greenland","1996","56336","0.241","2166086","0","2.4749","65.98","27.07"
"1983","GL","GL","Greenland","1997","56508","0.366","2166086","0","2.6096","64.72","23.37"
"1984","GL","GL","Greenland","1998","56613","0.004","2166086","0","2.3909","65.49","28.91"
"1985","GL","GL","Greenland","1999","56696","0.291","2166086","0","2.3475","66.2","20.21"
"1986","GL","GL","Greenland","2000","56889","0.39","2166086","0","2.2178","66.62","19.13"
"1987","GL","GL","Greenland","2001","57127","0.441","2166086","0","2.4248","67.9","16.1"
"1988","GL","GL","Greenland","2002","57362","0.378","2166086","0","2.4931","68.31","15.56"
"1989","GL","GL","Greenland","2003","57540","0.24","2166086","0","2.3327","69.55","12.55"
"1990","GL","GL","Greenland","2004","57701","0.315","2166086","0","2.3633","68.38","12.61"
"1991","GL","GL","Greenland","2005","57779","-0.047","2166086","0","2.3073","68.35","16.93"
"1992","GL","GL","Greenland","2006","57637","-0.446","2166086","0","2.28","68.2","15.67"
"1993","GL","GL","Greenland","2007","57523","0.052","2166086","0","2.25","68.6","15.33"
"1994","GL","GL","Greenland","2008","57552","0.049","2166086","0","2.22","68.99","14.99"
"1995","GL","GL","Greenland","2009","57579","0.045","2166086","0","2.19","69.38","14.65"
"1996","GL","GL","Greenland","2010","57604","0.04","2166086","0","2.16","69.77","14.32"
"1997","GL","GL","Greenland","2011","57626","0.036","2166086","0","2.13","70.15","14"
"1998","GL","GL","Greenland","2012","57648","0.04","2166086","0","2.106","70.53","13.69"
"1999","GL","GL","Greenland","2013","57672","0.042","2166086","0","2.082","70.9","13.38"
"2000","GL","GL","Greenland","2014","57696","0.042","2166086","0","2.058","71.28","13.09"
"2001","GJ","GD","Grenada","1990","94204","-0.248","344","273.8","3.2931","67.72","33.68"
"2002","GJ","GD","Grenada","1991","94060","-0.056","344","273.4","3.3605","70.43","16.47"
"2003","GJ","GD","Grenada","1992","94648","1.3","344","275.1","3.1996","70.62","16.37"
"2004","GJ","GD","Grenada","1993","95758","1.034","344","278.4","2.9706","69.21","20.7"
"2005","GJ","GD","Grenada","1994","96750","1.025","344","281.2","3.002","68.83","21.69"
"2006","GJ","GD","Grenada","1995","97743","1.017","344","284.1","3.0441","68.6","19.95"
"2007","GJ","GD","Grenada","1996","98654","0.84","344","286.8","2.7898","68.96","20.58"
"2008","GJ","GD","Grenada","1997","99568","1.003","344","289.4","2.9826","70.42","20.53"
"2009","GJ","GD","Grenada","1998","100384","0.632","344","291.8","2.6198","68.56","30.27"
"2010","GJ","GD","Grenada","1999","100984","0.56","344","293.6","2.4828","69.45","22.96"
"2011","GJ","GD","Grenada","2000","101608","0.671","344","295.4","2.5261","71.26","16.51"
"2012","GJ","GD","Grenada","2001","102293","0.672","344","297.4","2.5266","71.1","22.87"
"2013","GJ","GD","Grenada","2002","102833","0.383","344","298.9","2.311","69.22","23.59"
"2014","GJ","GD","Grenada","2003","103317","0.558","344","300.3","2.425","70.56","22.48"
"2015","GJ","GD","Grenada","2004","103965","0.694","344","302.2","2.6275","70.35","15.56"
"2016","GJ","GD","Grenada","2005","104588","0.502","344","304","2.2931","71.1","17.12"
"2017","GJ","GD","Grenada","2006","105198","0.66","344","305.8","2.3667","72.31","17.52"
"2018","GJ","GD","Grenada","2007","105887","0.647","344","307.8","2.3275","72.52","17.21"
"2019","GJ","GD","Grenada","2008","106564","0.627","344","309.8","2.2884","72.74","16.9"
"2020","GJ","GD","Grenada","2009","107223","0.605","344","311.7","2.2492","72.95","16.59"
"2021","GJ","GD","Grenada","2010","107862","0.584","344","313.6","2.21","73.16","16.29"
"2022","GJ","GD","Grenada","2011","108483","0.565","344","315.4","2.18","73.37","15.99"
"2023","GJ","GD","Grenada","2012","109088","0.547","344","317.1","2.15","73.58","15.71"
"2024","GJ","GD","Grenada","2013","109675","0.526","344","318.8","2.12","73.79","15.42"
"2025","GJ","GD","Grenada","2014","110239","0.5","344","320.5","2.09","74","15.14"
"2026","GQ","GU","Guam","1990","134125","","544","246.6","","",""
"2027","GQ","GU","Guam","1991","138159","","544","254","","",""
"2028","GQ","GU","Guam","1992","142326","","544","261.6","","",""
"2029","GQ","GU","Guam","1993","143825","","544","264.4","","",""
"2030","GQ","GU","Guam","1994","143157","","544","263.2","","",""
"2031","GQ","GU","Guam","1995","144190","","544","265.1","","",""
"2032","GQ","GU","Guam","1996","145324","","544","267.1","","",""
"2033","GQ","GU","Guam","1997","146799","","544","269.9","","",""
"2034","GQ","GU","Guam","1998","149724","","544","275.2","","",""
"2035","GQ","GU","Guam","1999","152590","","544","280.5","","",""
"2036","GQ","GU","Guam","2000","155324","0.816","544","285.5","3.1241","76.2","8.75"
"2037","GQ","GU","Guam","2001","156477","0.664","544","287.6","2.9905","76.08","8.84"
"2038","GQ","GU","Guam","2002","157352","0.451","544","289.2","2.7176","76.69","8.4"
"2039","GQ","GU","Guam","2003","158062","0.45","544","290.6","2.7962","75.9","12.92"
"2040","GQ","GU","Guam","2004","158843","0.536","544","292","2.957","76.05","13.45"
"2041","GQ","GU","Guam","2005","159580","0.39","544","293.3","2.7733","76.55","11.76"
"2042","GQ","GU","Guam","2006","160298","0.508","544","294.7","2.9705","76.56","15.11"
"2043","GQ","GU","Guam","2007","161113","0.506","544","296.2","3.0719","75.67","12.08"
"2044","GQ","GU","Guam","2008","161917","0.489","544","297.6","3.0623","76.02","10.21"
"2045","GQ","GU","Guam","2009","162659","0.426","544","299","3.0361","75.48","12.09"
"2046","GQ","GU","Guam","2010","163334","0.403","544","300.2","3.0389","75.19","15.67"
"2047","GQ","GU","Guam","2011","163950","0.35","544","301.4","2.9318","75.99","14.06"
"2048","GQ","GU","Guam","2012","164643","0.493","544","302.7","3.1931","75.56","14.08"
"2049","GQ","GU","Guam","2013","165313","0.319","544","303.9","2.9307","76.23","10.56"
"2050","GQ","GU","Guam","2014","165864","0.347","544","304.9","3.0179","75.78","9.98"
"2051","GT","GT","Guatemala","1990","8627640","2.785","107159","80.5","5.582","63.18","82.2"
"2052","GT","GT","Guatemala","1991","8870359","2.764","107159","82.8","5.524","63.63","77.52"
"2053","GT","GT","Guatemala","1992","9120728","2.802","107159","85.1","5.466","64.05","73.16"
"2054","GT","GT","Guatemala","1993","9382533","2.857","107159","87.6","5.408","64.45","69.09"
"2055","GT","GT","Guatemala","1994","9652867","2.824","107159","90.1","5.35","64.82","65.31"
"2056","GT","GT","Guatemala","1995","9929627","2.829","107159","92.7","5.2134","65.17","61.76"
"2057","GT","GT","Guatemala","1996","10209431","2.73","107159","95.3","5.0769","65.49","60.42"
"2058","GT","GT","Guatemala","1997","10488913","2.672","107159","97.9","4.9403","65.8","59.1"
"2059","GT","GT","Guatemala","1998","10770513","2.627","107159","100.5","4.8038","66.12","57.82"
"2060","GT","GT","Guatemala","1999","11053560","2.562","107159","103.2","4.6672","66.43","56.56"
"2061","GT","GT","Guatemala","2000","11285795","1.607","107159","105.3","4.5306","66.74","55.34"
"2062","GT","GT","Guatemala","2001","11516011","2.424","107159","107.5","4.3941","67.04","54.14"
"2063","GT","GT","Guatemala","2002","11795111","2.366","107159","110.1","4.2575","67.34","52.96"
"2064","GT","GT","Guatemala","2003","12082214","2.443","107159","112.8","4.1483","67.64","51.8"
"2065","GT","GT","Guatemala","2004","12387395","2.545","107159","115.6","4.0392","67.94","50.68"
"2066","GT","GT","Guatemala","2005","12701639","2.466","107159","118.5","3.93","68.24","49.57"
"2067","GT","GT","Guatemala","2006","13007251","2.291","107159","121.4","3.844","68.53","48.5"
"2068","GT","GT","Guatemala","2007","13305752","2.247","107159","124.2","3.758","68.82","47.44"
"2069","GT","GT","Guatemala","2008","13605801","2.213","107159","127","3.672","69.1","46.41"
"2070","GT","GT","Guatemala","2009","13906592","2.161","107159","129.8","3.586","69.39","45.4"
"2071","GT","GT","Guatemala","2010","14211795","2.181","107159","132.6","3.5","69.67","44.42"
"2072","GT","GT","Guatemala","2011","14518609","2.092","107159","135.5","3.42","69.95","43.45"
"2073","GT","GT","Guatemala","2012","14823189","2.06","107159","138.3","3.34","70.22","42.5"
"2074","GT","GT","Guatemala","2013","15125716","1.981","107159","141.2","3.26","70.5","41.58"
"2075","GT","GT","Guatemala","2014","15425047","1.939","107159","143.9","3.18","70.77","40.67"
"2076","GK","GG","Guernsey","1990","62623","","78","802.9","","",""
"2077","GK","GG","Guernsey","1991","61289","-0.029","78","785.8","1.7387","77.6","10.89"
"2078","GK","GG","Guernsey","1992","61260","-0.065","78","785.4","1.6508","77.98","11.93"
"2079","GK","GG","Guernsey","1993","61201","-0.129","78","784.6","1.6045","77.41","10.91"
"2080","GK","GG","Guernsey","1994","61113","-0.157","78","783.5","1.5485","77.73","5.43"
"2081","GK","GG","Guernsey","1995","60977","-0.29","78","781.8","1.3881","77.65","4.1"
"2082","GK","GG","Guernsey","1996","60978","0.294","78","781.8","1.4629","77.91","4.05"
"2083","GK","GG","Guernsey","1997","61173","0.343","78","784.3","1.4853","78.09","6.23"
"2084","GK","GG","Guernsey","1998","61418","0.458","78","787.4","1.5057","79.26","5.58"
"2085","GK","GG","Guernsey","1999","61700","0.459","78","791","1.4674","79.74","5.35"
"2086","GK","GG","Guernsey","2000","61948","0.344","78","794.2","1.4698","79.4","5.53"
"2087","GK","GG","Guernsey","2001","62167","0.362","78","797","1.3078","79.6","5.43"
"2088","GK","GG","Guernsey","2002","62368","0.285","78","799.6","1.2139","79.71","5.38"
"2089","GK","GG","Guernsey","2003","62597","0.447","78","802.5","1.4466","79.79","5.33"
"2090","GK","GG","Guernsey","2004","62857","0.383","78","805.9","1.3133","80.43","5.02"
"2091","GK","GG","Guernsey","2005","63131","0.486","78","809.4","1.4431","80.83","4.84"
"2092","GK","GG","Guernsey","2006","63432","0.463","78","813.2","1.3668","81.58","4.5"
"2093","GK","GG","Guernsey","2007","63743","0.515","78","817.2","1.4905","81.53","4.52"
"2094","GK","GG","Guernsey","2008","64095","0.587","78","821.7","1.5233","82.58","4.09"
"2095","GK","GG","Guernsey","2009","64459","0.546","78","826.4","1.5275","82.61","4.09"
"2096","GK","GG","Guernsey","2010","64799","0.505","78","830.8","1.5317","82.63","4.07"
"2097","GK","GG","Guernsey","2011","65116","0.471","78","834.8","1.5359","82.65","4.06"
"2098","GK","GG","Guernsey","2012","65413","0.437","78","838.6","1.5401","82.67","4.06"
"2099","GK","GG","Guernsey","2013","65689","0.406","78","842.2","1.5443","82.69","4.05"
"2100","GK","GG","Guernsey","2014","65946","0.376","78","845.5","1.5485","82.71","4.05"
"2101","GV","GN","Guinea","1990","5806512","7.816","245717","23.6","5.6812","43.62","234.82"
"2102","GV","GN","Guinea","1991","6215029","5.844","245717","25.3","5.67","44.36","226.97"
"2103","GV","GN","Guinea","1992","6435916","1.221","245717","26.2","5.6458","45.09","219.33"
"2104","GV","GN","Guinea","1993","6601538","3.827","245717","26.9","5.6217","45.8","211.93"
"2105","GV","GN","Guinea","1994","6796459","2.018","245717","27.7","5.5975","46.51","204.74"
"2106","GV","GN","Guinea","1995","7008664","4.098","245717","28.5","5.5733","47.2","197.78"
"2107","GV","GN","Guinea","1996","7236079","2.316","245717","29.4","5.5492","47.88","191.01"
"2108","GV","GN","Guinea","1997","7295772","-0.661","245717","29.7","5.525","48.56","184.47"
"2109","GV","GN","Guinea","1998","7387802","3.144","245717","30.1","5.541","49.22","178.12"
"2110","GV","GN","Guinea","1999","7610461","2.799","245717","31","5.557","49.87","171.97"
"2111","GV","GN","Guinea","2000","7780073","1.622","245717","31.7","5.573","50.5","166.02"
"2112","GV","GN","Guinea","2001","7821148","-0.563","245717","31.8","5.589","51.24","159.73"
"2113","GV","GN","Guinea","2002","7905703","2.696","245717","32.2","5.605","51.97","153.68"
"2114","GV","GN","Guinea","2003","8120753","2.672","245717","33","5.5483","52.68","147.84"
"2115","GV","GN","Guinea","2004","8316554","2.1","245717","33.8","5.4917","53.38","142.23"
"2116","GV","GN","Guinea","2005","8477819","1.744","245717","34.5","5.435","54.07","136.81"
"2117","GV","GN","Guinea","2006","8649520","2.26","245717","35.2","5.3783","54.74","131.59"
"2118","GV","GN","Guinea","2007","8860380","2.553","245717","36.1","5.3217","55.4","126.56"
"2119","GV","GN","Guinea","2008","9090759","2.58","245717","37","5.265","56.09","121.67"
"2120","GV","GN","Guinea","2009","9327011","2.551","245717","38","5.2083","56.77","116.95"
"2121","GV","GN","Guinea","2010","9570543","2.603","245717","38.9","5.1517","57.43","112.43"
"2122","GV","GN","Guinea","2011","9824572","2.636","245717","40","5.095","58.07","108.07"
"2123","GV","GN","Guinea","2012","10083975","2.577","245717","41","5.0887","58.71","103.88"
"2124","GV","GN","Guinea","2013","10351170","2.652","245717","42.1","5.0825","59.33","99.84"
"2125","GV","GN","Guinea","2014","10631947","2.7","245717","43.3","5.0763","59.93","95.98"
"2126","PU","GW","Guinea-Bissau","1990","993559","2.22","28120","35.3","5.853","45.5","218.89"
"2127","PU","GW","Guinea-Bissau","1991","1014019","1.86","28120","36.1","5.8163","45.98","213.98"
"2128","PU","GW","Guinea-Bissau","1992","1036220","2.465","28120","36.8","5.7795","46.45","209.18"
"2129","PU","GW","Guinea-Bissau","1993","1062761","2.591","28120","37.8","5.7428","46.92","204.47"
"2130","PU","GW","Guinea-Bissau","1994","1088103","2.127","28120","38.7","5.706","47.38","199.85"
"2131","PU","GW","Guinea-Bissau","1995","1105761","1.101","28120","39.3","5.6693","47.84","195.32"
"2132","PU","GW","Guinea-Bissau","1996","1122650","1.925","28120","39.9","5.6325","48.29","190.91"
"2133","PU","GW","Guinea-Bissau","1997","1144904","2","28120","40.7","5.5957","48.74","186.56"
"2134","PU","GW","Guinea-Bissau","1998","1163282","1.191","28120","41.4","5.559","49.18","182.29"
"2135","PU","GW","Guinea-Bissau","1999","1182525","2.083","28120","42.1","5.5223","49.62","178.1"
"2136","PU","GW","Guinea-Bissau","2000","1207652","2.122","28120","42.9","5.4855","50.05","174.02"
"2137","PU","GW","Guinea-Bissau","2001","1233483","2.111","28120","43.9","5.4487","50.56","167.66"
"2138","PU","GW","Guinea-Bissau","2002","1260360","2.199","28120","44.8","5.412","51.06","161.53"
"2139","PU","GW","Guinea-Bissau","2003","1288431","2.206","28120","45.8","5.3753","51.53","155.62"
"2140","PU","GW","Guinea-Bissau","2004","1317437","2.246","28120","46.9","5.3385","51.99","149.91"
"2141","PU","GW","Guinea-Bissau","2005","1347712","2.298","28120","47.9","5.3018","52.7","143.35"
"2142","PU","GW","Guinea-Bissau","2006","1379367","2.345","28120","49.1","5.265","53.4","137.03"
"2143","PU","GW","Guinea-Bissau","2007","1412248","2.366","28120","50.2","5.2283","54.09","130.99"
